wavelength_nm,production,radial_kdk,bare_2pi_kdk,equal_points,k0_only
497.0,0.012098877014870365,0.012098877014870496,0.012098877014870446,0.005270870331527841,0.0013999910674058961
498.0,0.012217002541550968,0.012217002541551053,0.012217002541551041,0.005321038213756719,0.001412628979021903
499.0,0.01233646425429366,0.01233646425429373,0.012336464254293664,0.005371752415131488,0.0014253933050246952
500.0,0.01245728179957343,0.012457281799573413,0.01245728179957351,0.005423020618484084,0.0014382856380481454
501.0,0.012579475201337365,0.012579475201337474,0.012579475201337354,0.005474850647754618,0.001451307596547883
502.0,0.012703064870106676,0.012703064870106924,0.01270306487010685,0.005527250471248929,0.0014644608253212427
503.0,0.012828071612345665,0.012828071612345733,0.012828071612345749,0.005580228204987387,0.0014777469960396295
504.0,0.01295451664010435,0.012954516640104392,0.012954516640104396,0.005633792116147468,0.0014911678077939633
505.0,0.0130824215809471,0.013082421580947199,0.013082421580947263,0.005687950626604851,0.0015047249876532947
506.0,0.01321180848817512,0.01321180848817517,0.013211808488175155,0.0057427123165743575,0.0015184202912371457
507.0,0.013342699851353551,0.013342699851353678,0.013342699851353682,0.005798085928355414,0.0015322555033019157
508.0,0.013475118607154788,0.013475118607154774,0.013475118607154847,0.005854080370185072,0.001546232438341694
509.0,0.013609088150527138,0.01360908815052725,0.013609088150527153,0.005910704720202271,0.0015603529412040204
510.0,0.013744632346203827,0.0137446323462037,0.013744632346203725,0.005967968230527452,0.001574618887720907
511.0,0.013881775540559938,0.013881775540559997,0.01388177554056004,0.006025880331460841,0.0015890321853556928
512.0,0.014020542573835214,0.014020542573835223,0.014020542573835167,0.006084450635804402,0.001603594773865996
513.0,0.014160958792729527,0.014160958792729625,0.014160958792729597,0.006143688943310677,0.0016183086259834532
514.0,0.01430305006339141,0.01430305006339148,0.014303050063391368,0.006203605245264224,0.0016331757481106285
515.0,0.014446842784808131,0.014446842784808154,0.01444684278480816,0.006264209729198952,0.0016481981810355926
516.0,0.014592363902615917,0.014592363902615844,0.014592363902615809,0.0063255127837572095,0.0016633780006647355
517.0,0.01473964092334383,0.014739640923343898,0.014739640923343693,0.006387525003695123,0.0016787173187743209
518.0,0.014888701929108239,0.014888701929108362,0.014888701929108239,0.006450257195039317,0.0016942182837814317
519.0,0.015039575592774976,0.01503957559277502,0.01503957559277517,0.0065137203804015225,0.0017098830815347067
520.0,0.015192291193605193,0.015192291193605297,0.01519229119360529,0.006577925804454419,0.001725713936125706
521.0,0.015346878633405168,0.01534687863340519,0.015346878633405248,0.006642884939577862,0.0017417131107213316
522.0,0.015503368453197677,0.015503368453197719,0.015503368453197684,0.0067086094916779145,0.0017578829084180269
523.0,0.015661791850436303,0.015661791850436518,0.015661791850436386,0.0067751114061891105,0.0017742256731184346
524.0,0.015822180696781946,0.01582218069678209,0.015822180696782102,0.0068424028742629945,0.0017907437904312142
525.0,0.01598456755646423,0.015984567556464244,0.01598456755646435,0.006910496339152137,0.001807439688594599
526.0,0.016148985705250054,0.016148985705250144,0.016148985705250102,0.006979404502796432,0.001824315839424683
527.0,0.016315469150044257,0.01631546915004431,0.01631546915004426,0.007049140332618499,0.001841374759288911
528.0,0.0164840526491449,0.016484052649145074,0.016484052649145053,0.007119717068537293,0.0018586190101058378
529.0,0.01665477173318193,0.01665477173318201,0.016654771733181965,0.007191148230207608,0.0018760512003717527
530.0,0.01682766272676331,0.016827662726763337,0.016827662726763153,0.007263447624493259,0.0018936739862151768
531.0,0.01700276277086022,0.017002762770860293,0.017002762770860363,0.007336629353185046,0.001911490072480063
532.0,0.01718010984595857,0.017180109845958608,0.01718010984595867,0.007410707820970621,0.0019295022138384708
533.0,0.017359742796008652,0.017359742796008684,0.01735974279600866,0.007485697743668003,0.0019477132159340777
534.0,0.017541701353206055,0.017541701353206,0.017541701353205923,0.007561614156731265,0.001966125936556963
535.0,0.017726026163637162,0.017726026163637408,0.017726026163637384,0.007638472424041037,0.001984743286851064
536.0,0.0179127588138262,0.017912758813826313,0.017912758813826223,0.007716288246989551,0.0020035682325552427
537.0,0.01810194185821827,0.018101941858218534,0.01810194185821849,0.007795077673872623,0.0020226037952790934
538.0,0.018293618847642197,0.018293618847642242,0.018293618847642232,0.007874857109600876,0.0020418530538144778
539.0,0.018487834358789482,0.01848783435878974,0.018487834358789725,0.007955643325742957,0.0020613191454842525
540.0,0.018684634024757174,0.01868463402475731,0.01868463402475719,0.008037453470914918,0.0020810052675291012
541.0,0.01888406456669472,0.01888406456669493,0.01888406456669485,0.008120305081528275,0.002100914678534035
542.0,0.019086173826607575,0.019086173826607815,0.01908617382660771,0.008204216092913497,0.002121050699895547
543.0,0.019291010801363674,0.01929101080136379,0.019291010801363712,0.008289204850833088,0.0021414167173311118
544.0,0.01949862567795571,0.019498625677955787,0.019498625677955954,0.008375290123401184,0.00216201618243231
545.0,0.019709069870077416,0.019709069870077502,0.01970906987007757,0.008462491113426533,0.0021828526142630006
546.0,0.019922396056065158,0.01992239605606516,0.019922396056065297,0.00855082747119661,0.0022039296010041088
547.0,0.02013865821827348,0.020138658218273566,0.020138658218273583,0.008640319307722112,0.0022252508016467557
548.0,0.020357911683941302,0.020357911683941573,0.020357911683941524,0.008730987208460455,0.002246819947735228
549.0,0.02058021316762075,0.020580213167620823,0.02058021316762097,0.008822852247541061,0.0022686408451614718
550.0,0.02080562081523673,0.02080562081523686,0.020805620815236875,0.008915936002511705,0.002290717376013146
551.0,0.02103419424985285,0.021034194249853016,0.02103419424985302,0.00901026056962995,0.0023130535004767497
